"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"NUMBER OF DAYS ONLINE","CO2, MSCF","SULFUR, LONG TONS","PRODUCTION DATE","OIL, BARRELS","GAS, MSCF","WATER, BARRELS","PRODUCING UNIT NAME"
"=""35029212770000""",Caitlin,6h-30,"Pablo Energy Ii Llc",OK,Creek,,,,2017-01-01,0,22994,,Caitlin
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2017-01-01,0,143,,Avatar
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2017-04-01,0,0,,Allen
"=""35037272650000""",Williams,5,"Shelton Dempsey L",OK,Creek,,,,2017-03-01,0,0,,Williams
"=""35037272650000""",Williams,5,"Shelton Dempsey L",OK,Creek,,,,2017-01-01,0,0,,Williams
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,,,,2017-06-01,0,0,,"Columbus Swampter"
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,,,,2017-02-01,0,0,,"Columbus Swampter"
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2017-05-01,0,0,,Gressett
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2017-04-01,0,0,,Gressett
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2017-02-01,0,0,,Gressett
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,2017-07-01,0,2231,,Bishop
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,2017-06-01,0,2168,,Bishop
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2017-04-01,0,0,,Creek
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2017-03-01,0,0,,"Lost Indian"
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2017-01-01,0,0,,"Lost Indian"
"=""35037284810000""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2017-03-01,0,1063,,"Deer Creek"
"=""35037284380000""",Mcnutt,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-07-01,0,0,,Mcnutt
"=""35037284380000""",Mcnutt,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-01-01,0,0,,Mcnutt
"=""35037284020000""","Iron Mountain",5,"Javelin Energy Llc",OK,Creek,,,,2017-06-01,0,0,,"Iron Mountain"
"=""35037284020000""","Iron Mountain",5,"Javelin Energy Llc",OK,Creek,,,,2017-03-01,0,0,,"Iron Mountain"
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2017-05-01,0,758,,Mcgill
"=""35037255550000""","Sarty Fry",1-b,"Redland Resources Llc",OK,Creek,,,,2017-07-01,0,149,,"Sarty Fry"
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2017-05-01,0,686,,Posey
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,2017-07-01,0,132,,Koski
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,2017-01-01,0,70,,Koski
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,2017-05-01,0,235,,Watson
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2017-07-01,0,226,,"Henderson ""q"""
"=""35037264310000""",Allensworth,12-1,"Redland Resources Llc",OK,Creek,,,,2017-06-01,0,187,,Allensworth
"=""35037264310000""",Allensworth,12-1,"Redland Resources Llc",OK,Creek,,,,2017-05-01,0,141,,Allensworth
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2017-01-01,0,117,,"Jo Ella"
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2017-06-01,0,0,,Provence
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2017-03-01,0,0,,Provence
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2017-01-01,0,0,,Provence
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2017-06-01,0,144,,Foster
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2017-01-01,0,143,,Foster
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-05-01,0,0,,Parks
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2017-07-01,0,145,,Edmiston
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2017-06-01,0,141,,Edmiston
"=""35037276700000""",Parks,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-07-01,0,0,,Parks
"=""35037276700000""",Parks,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-06-01,0,0,,Parks
"=""35037276230000""","John John",2,"Palm Operating Llc",OK,Creek,,,,2017-05-01,0,0,,"John John"
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-05-01,0,139,,Darin
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-03-01,0,179,,Darin
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-03-01,0,100,,Darin
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,2017-05-01,0,208,,Tiger
"=""35037274200000""",Williams,6,"Allen Michael",OK,Creek,,,,2017-06-01,0,0,,Williams
"=""35037274200000""",Williams,6,"Allen Michael",OK,Creek,,,,2017-03-01,0,0,,Williams
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,2017-05-01,0,0,,Eagle
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2017-04-01,0,0,,Eagle
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2017-04-01,0,142,,Avatar
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,2017-06-01,0,189,,English
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,2017-05-01,0,176,,English
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2017-06-01,0,0,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2017-03-01,0,0,,"A O C"
"=""35037252440000""",Vickery,1-a,"3 Bc Co Inc",OK,Creek,,,,2017-05-01,0,496,,Vickery
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,2017-03-01,0,393,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,2017-02-01,0,398,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,2017-01-01,0,420,,Hendricks
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-06-01,0,510,,"Woodrow Childers"
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-05-01,0,368,,"Woodrow Childers"
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-02-01,0,438,,"Woodrow Childers"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-07-01,0,0,,"Rence (phillips)"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-06-01,0,1,,"Rence (phillips)"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-01-01,0,289,,"Rence (phillips)"
"=""35037223880000""","Hoppys Lil Brother",1,"Krumme Oil Company Llp",OK,Creek,,,,2017-07-01,0,286,,"Hoppys Lil Brother"
"=""35037223920000""",Cearly,1,"Frisco Energy Llc",OK,Creek,,,,2017-05-01,0,0,,Cearly
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,2017-01-01,0,364,,Whitmore
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2017-05-01,0,158,,Watson
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2017-04-01,0,9,,Watson
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2017-01-01,0,54,,Watson
"=""35037222230001""",Wallace,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-05-01,0,0,,Wallace
"=""35037222230001""",Wallace,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-04-01,0,0,,Wallace
"=""35037220160000""",Adams,1,"P & H Oil & Gas Inc",OK,Creek,,,,2017-07-01,0,1077,,Adams
"=""35037220160000""",Adams,1,"P & H Oil & Gas Inc",OK,Creek,,,,2017-05-01,0,1137,,Adams
"=""35037220160000""",Adams,1,"P & H Oil & Gas Inc",OK,Creek,,,,2017-01-01,0,1033,,Adams
"=""35037230090000""","Ranch 1 (sellers",1,"Klo Llc",OK,Creek,,,,2017-07-01,0,0,,"Ranch 1 (sellers"
"=""35037230090000""","Ranch 1 (sellers",1,"Klo Llc",OK,Creek,,,,2017-05-01,0,0,,"Ranch 1 (sellers"
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2017-03-01,0,126,,Williams-fox
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2017-02-01,0,141,,Williams-fox
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2017-01-01,0,131,,Williams-fox
"=""35037245710000""",Kelly,1,"Jasper Oil Llc",OK,Creek,,,,2017-01-01,0,0,,Kelly
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,2017-04-01,0,82,,"Iron Post-side Door"
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,2017-03-01,0,90,,"Iron Post-side Door"
"=""35037209640000""",Sontag,1,"Little River Energy Company",OK,Creek,,,,2017-03-01,0,137,,Sontag
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2017-04-01,0,0,,Chapman
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2017-04-01,0,0,,"Wilkie Taylor"
"=""35037286630000""","David Cook",1-18,"Huntington Energy Llc",OK,Creek,,,,2017-03-01,0,605,,"David Cook"
"=""35037286720000""",Chapley,2-11,"Bluebonnet Oil Llc",OK,Creek,,,,2017-06-01,0,0,,Chapley
"=""35037286880000""",Pearman,1,"Huntington Energy Llc",OK,Creek,,,,2017-06-01,0,0,,Pearman
"=""35037286950000""",Florine,2-6,"Jec Operating Llc",OK,Creek,,,,2017-06-01,0,0,,Florine
"=""35037286950000""",Florine,2-6,"Jec Operating Llc",OK,Creek,,,,2017-05-01,0,0,,Florine
"=""35037286950000""",Florine,2-6,"Jec Operating Llc",OK,Creek,,,,2017-02-01,0,0,,Florine
"=""35037287060000""",Shilo,1,"Weins Horton L",OK,Creek,,,,2017-01-01,0,459,,Shilo
"=""35037285650000""","Jared Ashley",1,"Energy Resources Dev Inc",OK,Creek,,,,2017-05-01,0,0,,"Jared Ashley"
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-08-01,0,0,,Clyde
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-06-01,0,0,,Clyde
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-01-01,0,0,,Clyde
"=""35037286040000""","Stroud Prue Sand Unit Tr 14(webb 1-8)",8,"Rover Operating Llc",OK,Creek,,,,2017-03-01,0,0,,"Stroud Prue Sand Unit Tr 14(webb 1-8)"
"=""35037286040000""","Stroud Prue Sand Unit Tr 14(webb 1-8)",8,"Rover Operating Llc",OK,Creek,,,,2017-02-01,0,0,,"Stroud Prue Sand Unit Tr 14(webb 1-8)"
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-05-01,0,0,,Hutchings
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-02-01,0,0,,Hutchings
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-04-01,0,0,,Bryson
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2017-02-01,0,0,,"Lost Indian"
"=""35037006630000""",Allen,1,"Centrex Operating Company",OK,Creek,,,,2017-04-01,0,0,,Allen
"=""35037006630000""",Allen,1,"Centrex Operating Company",OK,Creek,,,,2017-03-01,0,0,,Allen
"=""35037014530000""","L. Starr",2,"Chizum Oil Llc",OK,Creek,,,,2017-07-01,0,0,,"L. Starr"
"=""35037014530000""","L. Starr",2,"Chizum Oil Llc",OK,Creek,,,,2017-05-01,0,0,,"L. Starr"
"=""35037017640001""","Hoppy Toad (leverett 32)",1,"Krumme Oil Company Llp",OK,Creek,,,,2017-01-01,0,142,,"Hoppy Toad (leverett 32)"
"=""35037022330000""","Carman                (2)",1-1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,2017-02-01,0,82,,"Carman                (2)"
"=""35037037520000""","Castle J B",2,"Ventura Energy Services Llc",OK,Creek,,,,2017-06-01,0,940,,"Castle J B"
"=""35037037470000""","Owens C E",3,"Ventura Energy Services Llc",OK,Creek,,,,2017-07-01,0,226,,"Owens C E"
"=""35037037470000""","Owens C E",3,"Ventura Energy Services Llc",OK,Creek,,,,2017-03-01,0,287,,"Owens C E"
"=""35037037490000""","Owens C E",1,"Ventura Energy Services Llc",OK,Creek,,,,2017-07-01,0,226,,"Owens C E"
"=""35037037490000""","Owens C E",1,"Ventura Energy Services Llc",OK,Creek,,,,2017-06-01,0,223,,"Owens C E"
"=""35011235570000""",Slagell,1-32-29xh,"Continental Resources Inc",OK,Creek,,,,2017-05-01,0,216222,,Slagell
"=""35037600130000""",Ford,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-07-01,0,33,,Ford
"=""35037600130000""",Ford,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-06-01,0,132,,Ford
"=""35037600130000""",Ford,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-04-01,0,221,,Ford
"=""35037231500001""",Anthis,1-e,"James Johnny",OK,Creek,,,,2017-04-01,0,0,,Anthis
"=""35037231500001""",Anthis,1-e,"James Johnny",OK,Creek,,,,2017-02-01,0,0,,Anthis
"=""35037231500001""",Anthis,1-e,"James Johnny",OK,Creek,,,,2017-01-01,0,0,,Anthis
"=""35037220000000""",Inman,1,"Inman Vineta Mame",OK,Creek,,,,2017-05-01,0,107,,Inman
"=""35037220000000""",Inman,1,"Inman Vineta Mame",OK,Creek,,,,2017-03-01,0,106,,Inman
"=""35109222000001""",Grace,24-1,"Hulen Operating Company",OK,Creek,,,,2017-07-01,0,0,,Grace
"=""35011235570000""",Slagell,1-32-29xh,"Continental Resources Inc",OK,Creek,,,,2017-07-01,0,196111,,Slagell
"=""35011235570000""",Slagell,1-32-29xh,"Continental Resources Inc",OK,Creek,,,,2017-01-01,0,260978,,Slagell
"=""35037220000000""",Inman,1,"Inman Vineta Mame",OK,Creek,,,,2017-07-01,0,96,,Inman
"=""35037003600001""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,2017-05-01,0,918,,Lacey
"=""35037002900001""",Darnell,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-04-01,0,0,,Darnell
"=""35037002900001""",Darnell,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-03-01,0,0,,Darnell
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,2017-04-01,0,0,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,2017-01-01,0,0,,Bond
"=""35037276700000""",Parks,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-05-01,0,0,,Parks
"=""35037276700000""",Parks,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-04-01,0,0,,Parks
"=""35037276700000""",Parks,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-02-01,0,0,,Parks
"=""35037277400000""","Iron Mountain",2,"Javelin Energy Llc",OK,Creek,,,,2017-04-01,0,498,,"Iron Mountain"
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2017-04-01,0,484,,Cobb
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2017-03-01,0,530,,Cobb
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2017-01-01,0,434,,Cobb
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2017-03-01,0,0,,Gressett
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2017-01-01,0,0,,Gressett
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2017-06-01,0,0,,Creek
"=""35037284020000""","Iron Mountain",5,"Javelin Energy Llc",OK,Creek,,,,2017-02-01,0,0,,"Iron Mountain"
"=""35037284380000""",Mcnutt,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2017-02-01,0,0,,Mcnutt
"=""35037284810000""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2017-06-01,0,1010,,"Deer Creek"
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2017-01-01,0,0,,Sinclair
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2017-05-01,0,0,,"Lost Indian"
"=""35037272650000""",Williams,5,"Shelton Dempsey L",OK,Creek,,,,2017-06-01,0,0,,Williams
"=""35037222230001""",Wallace,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-07-01,0,0,,Wallace
"=""35037223880000""","Hoppys Lil Brother",1,"Krumme Oil Company Llp",OK,Creek,,,,2017-06-01,0,459,,"Hoppys Lil Brother"
"=""35037223880000""","Hoppys Lil Brother",1,"Krumme Oil Company Llp",OK,Creek,,,,2017-04-01,0,469,,"Hoppys Lil Brother"
"=""35037223920000""",Cearly,1,"Frisco Energy Llc",OK,Creek,,,,2017-06-01,0,0,,Cearly
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2017-07-01,0,44,,Watson
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2017-02-01,0,71,,Watson
"=""35037230090000""","Ranch 1 (sellers",1,"Klo Llc",OK,Creek,,,,2017-04-01,0,0,,"Ranch 1 (sellers"
"=""35037286770002""",Vickrey,1,"Huntington Energy Llc",OK,Creek,,,,2017-04-01,0,245,,Vickrey
"=""35037286770002""",Vickrey,1,"Huntington Energy Llc",OK,Creek,,,,2017-03-01,0,266,,Vickrey
"=""35037286770002""",Vickrey,1,"Huntington Energy Llc",OK,Creek,,,,2017-01-01,0,298,,Vickrey
"=""35037286950000""",Florine,2-6,"Jec Operating Llc",OK,Creek,,,,2017-03-01,0,0,,Florine
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-06-01,0,0,,Hutchings
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2017-03-01,0,0,,Hutchings
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-07-01,0,0,,Bryson
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2017-02-01,0,0,,Bryson
"=""35037287060000""",Shilo,1,"Weins Horton L",OK,Creek,,,,2017-06-01,0,451,,Shilo
"=""35037287060000""",Shilo,1,"Weins Horton L",OK,Creek,,,,2017-05-01,0,476,,Shilo
"=""35037287060000""",Shilo,1,"Weins Horton L",OK,Creek,,,,2017-03-01,0,474,,Shilo
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2017-01-01,0,0,,"Lost Indian"
"=""35037217930000""",Warnock,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-05-01,0,186,,Warnock
"=""35037217930000""",Warnock,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-01-01,0,148,,Warnock
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-02-01,0,221,,Shamas
"=""35037217210000""",Coleman,1,"Krumme Oil Company Llp",OK,Creek,,,,2017-05-01,0,24,,Coleman
"=""35037251830001""",King,21-13,"Redland Resources Llc",OK,Creek,,,,2017-05-01,0,0,,King
"=""35037252440000""",Vickery,1-a,"3 Bc Co Inc",OK,Creek,,,,2017-07-01,0,678,,Vickery
"=""35037252440000""",Vickery,1-a,"3 Bc Co Inc",OK,Creek,,,,2017-01-01,0,700,,Vickery
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-01-01,0,558,,"Woodrow Childers"
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,2017-05-01,0,394,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,2017-04-01,0,436,,Hendricks
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-07-01,0,136,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-05-01,0,230,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-04-01,0,300,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-03-01,0,434,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,2017-02-01,0,441,,"Woodrow Childers"
"=""35037234850000""",Amroy,2,"Pinnacle Operating Company Llc",OK,Creek,,,,2017-05-01,0,0,,Amroy
"=""35037234850000""",Amroy,2,"Pinnacle Operating Company Llc",OK,Creek,,,,2017-01-01,0,0,,Amroy
"=""35037238060000""","Iron Post",2,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,2017-06-01,0,88,,"Iron Post"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-05-01,0,151,,"Rence (phillips)"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-04-01,0,191,,"Rence (phillips)"
"=""35037238990001""","Rence (phillips)",2,"Xanadu Exploration Company",OK,Creek,,,,2017-02-01,0,243,,"Rence (phillips)"
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2017-03-01,0,0,,Eagle
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2017-02-01,0,0,,Eagle
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2017-01-01,0,0,,Eagle
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,,,,2017-05-01,0,0,,"Columbus Swampter"
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,,,,2017-04-01,0,0,,"Columbus Swampter"
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,2017-03-01,0,224,,Tiger
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,2017-02-01,0,204,,Tiger
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,2017-01-01,0,224,,Tiger
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-04-01,0,112,,Darin
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-02-01,0,91,,Darin
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2017-02-01,0,91,,Darin
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2017-04-01,0,143,,Edmiston
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,2017-07-01,0,223,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,2017-01-01,0,388,,Watson
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2017-04-01,0,849,,Mcgill
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2017-01-01,0,878,,Mcgill
"=""35037257640000""",Dorothy,1-a,"Cornelius Oil Inc",OK,Creek,,,,2017-06-01,0,207,,Dorothy
"=""35037257640000""",Dorothy,1-a,"Cornelius Oil Inc",OK,Creek,,,,2017-04-01,0,145,,Dorothy
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,2017-05-01,0,104,,Koski
"=""35037231520000""",Guinn,1,"B & D Oil & Gas Llc",OK,Creek,,,,2017-07-01,0,273,,Guinn
"=""35037231520000""",Guinn,1,"B & D Oil & Gas Llc",OK,Creek,,,,2017-02-01,0,270,,Guinn
"=""35037245440000""",Phillip-evans,3,"Hott Monty L Production Corp",OK,Creek,,,,2017-04-01,0,331,,Phillip-evans
"=""35037245440000""",Phillip-evans,3,"Hott Monty L Production Corp",OK,Creek,,,,2017-02-01,0,306,,Phillip-evans
"=""35037245440000""",Phillip-evans,3,"Hott Monty L Production Corp",OK,Creek,,,,2017-01-01,0,345,,Phillip-evans
"=""35037245710000""",Kelly,1,"Jasper Oil Llc",OK,Creek,,,,2017-02-01,0,0,,Kelly
"=""35037255550000""","Sarty Fry",1-b,"Redland Resources Llc",OK,Creek,,,,2017-06-01,0,165,,"Sarty Fry"
"=""35037255550000""","Sarty Fry",1-b,"Redland Resources Llc",OK,Creek,,,,2017-05-01,0,120,,"Sarty Fry"
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2017-04-01,0,0,,Provence
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2017-03-01,0,124,,"Jo Ella"
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2017-02-01,0,107,,"Jo Ella"
"=""35037264310000""",Allensworth,12-1,"Redland Resources Llc",OK,Creek,,,,2017-01-01,0,300,,Allensworth
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2017-08-01,0,0,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2017-04-01,0,0,,"A O C"
"=""35037261660000""",Abide,2,"Kiska Oil Company",OK,Creek,,,,2017-06-01,0,4,,Abide
"=""35037261660000""",Abide,2,"Kiska Oil Company",OK,Creek,,,,2017-04-01,0,3,,Abide
"=""35037265620000""",Travis,1-a,"Marjo Operating Mid-continent Llc",OK,Creek,,,,2017-06-01,0,167,,Travis
"=""35037265620000""",Travis,1-a,"Marjo Operating Mid-continent Llc",OK,Creek,,,,2017-03-01,0,0,,Travis
"=""35037265620000""",Travis,1-a,"Marjo Operating Mid-continent Llc",OK,Creek,,,,2017-01-01,0,0,,Travis
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2017-04-01,0,143,,Foster
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2017-04-01,0,39,,"Henderson ""q"""
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2017-01-01,0,0,,Chapman
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2017-02-01,0,0,,"Wilkie Taylor"
